Date,Open,High,Low,Close,Adj Close,Volume
2000-10-09,34.200001,34.700001,34.000000,34.299999,15.712246,1847500
2000-10-10,34.400002,34.400002,33.900002,34.099998,15.620625,2491435
2000-10-11,34.400002,34.400002,34.000000,34.299999,15.712246,1178874
2000-10-12,34.500000,35.099998,34.400002,34.900002,15.987094,3662731
2000-10-13,35.000000,35.200001,34.700001,35.099998,16.078705,2318451
2000-10-16,35.099998,35.099998,35.099998,35.099998,16.078705,0
2000-10-17,36.299999,36.599998,35.700001,35.900002,16.445183,3498621
2000-10-18,35.799999,36.400002,35.400002,36.200001,16.582602,2095741
2000-10-19,36.299999,36.599998,35.400002,35.799999,16.399368,3361433
2000-10-20,35.900002,35.900002,35.400002,35.599998,16.307751,2521227
2000-10-23,35.599998,35.599998,34.799999,34.900002,15.987094,2035063
2000-10-24,35.200001,35.700001,35.099998,35.700001,16.353569,1583342
2000-10-25,35.700001,35.700001,35.400002,35.500000,16.261948,833416
2000-10-26,35.299999,36.000000,35.299999,36.000000,16.490986,1108000
2000-10-27,36.000000,36.000000,36.000000,36.000000,16.490986,0
2000-10-30,36.400002,36.400002,35.900002,36.099998,16.536789,1357400
2000-10-31,36.099998,36.400002,36.000000,36.400002,16.674215,1550134
2000-11-01,36.599998,36.799999,36.000000,36.200001,16.582602,2948400
2000-11-02,36.299999,36.400002,35.400002,35.400002,16.216137,2135811
2000-11-03,35.400002,35.900002,35.299999,35.400002,16.216137,1093694
2000-11-06,35.200001,35.900002,35.200001,35.700001,16.353569,1489650
2000-11-07,35.700001,35.799999,35.700001,35.700001,16.353569,1155040
2000-11-08,35.799999,36.099998,35.700001,35.700001,16.353569,977000
2000-11-09,36.000000,36.200001,35.900002,36.099998,16.536789,3354637
2000-11-10,36.000000,36.299999,36.000000,36.299999,16.628403,1428300
2000-11-13,36.000000,36.000000,35.400002,35.700001,16.353569,1120786
2000-11-14,35.799999,36.099998,35.599998,36.000000,16.490986,1307150
2000-11-15,36.000000,36.099998,35.599998,35.599998,16.307751,1205918
2000-11-16,35.700001,36.099998,35.700001,35.799999,16.399368,721200
2000-11-17,35.799999,35.900002,35.700001,35.799999,16.399368,712200
2000-11-20,35.799999,36.299999,35.799999,36.000000,16.490986,1877882
2000-11-21,35.799999,35.799999,35.500000,35.599998,16.307751,1414180
2000-11-22,35.700001,36.299999,35.500000,36.000000,16.490986,1265456
2000-11-23,36.299999,36.400002,36.099998,36.299999,16.628403,2810223
2000-11-24,36.400002,36.500000,36.200001,36.500000,16.720030,1944290
2000-11-27,36.500000,36.700001,36.500000,36.500000,16.720030,1321001
2000-11-28,36.500000,36.700001,36.400002,36.700001,16.811651,1242265
2000-11-29,36.299999,36.400002,36.099998,36.400002,16.674215,1234101
2000-11-30,36.400002,36.500000,36.200001,36.299999,16.628403,1979589
2000-12-01,36.000000,36.400002,36.000000,36.200001,16.767368,2031333
2000-12-04,36.099998,37.000000,36.000000,36.700001,16.998960,2112413
2000-12-05,36.799999,37.099998,36.599998,37.000000,17.137926,3242236
2000-12-06,38.000000,38.000000,36.500000,36.500000,16.906322,1865436
2000-12-07,36.799999,37.000000,36.700001,36.700001,16.998960,1371390
2000-12-08,36.700001,37.700001,36.700001,37.400002,17.323191,2513636
2000-12-11,37.599998,37.799999,37.299999,37.500000,17.369511,1789773
2000-12-12,37.599998,37.900002,37.500000,37.700001,17.462149,1552125
2000-12-13,37.599998,38.299999,37.599998,38.200001,17.693741,3278805
2000-12-14,37.900002,38.000000,37.299999,37.599998,17.415825,1160144
2000-12-15,37.400002,37.400002,36.299999,36.599998,16.952641,2418399
2000-12-18,36.500000,37.099998,36.400002,37.000000,17.137926,782883
2000-12-19,36.900002,37.000000,36.599998,36.599998,16.952641,530301
2000-12-20,36.400002,37.799999,36.400002,37.599998,17.415825,2790996
2000-12-21,37.500000,38.500000,37.500000,38.299999,17.740053,3584467
2000-12-22,38.299999,38.400002,37.900002,38.400002,17.786383,1550881
2000-12-25,null,null,null,null,null,null
2000-12-26,null,null,null,null,null,null
2000-12-27,38.400002,38.400002,37.500000,38.000000,17.601110,513830
2000-12-28,38.099998,38.500000,38.000000,38.400002,17.786383,1641284
2000-12-29,38.500000,38.900002,38.200001,38.900002,18.017969,1588598
2001-01-01,38.900002,38.900002,38.900002,38.900002,18.017969,0
2001-01-02,38.900002,38.900002,38.099998,38.099998,17.647423,457902
2001-01-03,38.000000,38.599998,37.700001,38.599998,17.879017,1274579
2001-01-04,38.900002,38.900002,37.099998,37.400002,17.323191,4662600
2001-01-05,37.400002,37.700001,37.400002,37.500000,17.369511,4957132
2001-01-08,37.500000,37.700001,37.400002,37.500000,17.369511,2429400
2001-01-09,37.500000,38.500000,37.500000,38.299999,17.740053,2665076
2001-01-10,38.000000,38.400002,37.700001,38.000000,17.601110,1648456
2001-01-11,37.799999,37.799999,36.900002,37.200001,17.230556,2832978
2001-01-12,37.500000,37.500000,36.799999,36.900002,17.091599,1879740
2001-01-15,36.900002,36.900002,36.299999,36.400002,16.859999,1908012
2001-01-16,36.400002,37.000000,36.299999,36.299999,16.813681,2436211
2001-01-17,36.400002,36.700001,35.900002,36.099998,16.721046,3223413
2001-01-18,36.200001,36.400002,35.900002,36.000000,16.674728,2298462
2001-01-19,36.099998,36.200001,35.700001,36.000000,16.674728,5169096
2001-01-22,36.000000,36.200001,35.700001,36.200001,16.767368,2418044
2001-01-23,36.200001,36.500000,35.799999,36.500000,16.906322,2945000
2001-01-24,null,null,null,null,null,null
2001-01-25,null,null,null,null,null,null
2001-01-26,null,null,null,null,null,null
2001-01-29,36.500000,36.500000,35.500000,35.700001,16.535780,5831100
2001-01-30,35.799999,36.099998,35.799999,36.000000,16.674728,3835500
2001-01-31,36.000000,36.500000,35.900002,36.299999,16.813681,3921569
2001-02-01,36.400002,37.599998,36.400002,37.299999,17.276871,6832192
2001-02-02,37.400002,37.900002,37.099998,37.799999,17.508469,4989964
2001-02-05,37.700001,38.200001,37.500000,38.000000,17.601110,2672407
2001-02-06,38.000000,38.299999,37.900002,38.200001,17.693741,1634583
2001-02-07,38.400002,38.700001,38.299999,38.700001,17.925335,4930970
2001-02-08,38.599998,38.900002,38.299999,38.799999,17.971651,1942034
2001-02-09,38.799999,38.900002,38.400002,38.799999,17.971651,1778458
2001-02-12,38.500000,38.500000,38.099998,38.099998,17.647423,1008024
2001-02-13,38.099998,38.500000,37.799999,38.099998,17.647423,2888145
2001-02-14,38.000000,38.700001,37.900002,38.200001,17.693741,1658428
2001-02-15,38.200001,38.799999,38.200001,38.500000,17.832703,1479801
2001-02-16,38.500000,38.500000,38.000000,38.099998,17.647423,1546200
2001-02-19,38.200001,38.900002,38.099998,38.799999,17.971651,1979651
2001-02-20,38.799999,38.900002,38.599998,38.700001,17.925335,1107087
2001-02-21,38.599998,38.700001,38.299999,38.500000,17.832703,1279493
2001-02-22,38.500000,38.900002,38.500000,38.900002,18.017969,1433119
2001-02-23,38.799999,39.400002,38.799999,39.299999,18.203238,2955835
